"COMPLICATION_ID","PROVIDER_ID","HOSPITAL_NAME","ADDRESS","CITY","STATE","ZIP_CODE","COUNTY","PHONE_NUMBER","MEASURE_NAME","MEASURE_ID","COMPARED_TO_NATIONAL","DENOMINATOR","SCORE","LOWER_ESTIMATE","HIGHER_ESTIMATE","FOOTNOTE","MEASURE_START_DT","MEASURE_END_DT"
12455,"140034",SSM HEALTH ST MARY'S HOSPITAL -CENTRALIA,"400 NORTH PLEASANT AVENUE",CENTRALIA,IL,"62801",MARION,"6184366519",Deaths among Patients with Serious Treatable Complications after Surgery,PSI_4_SURG_COMP,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,"1 - The number of cases/patients is too few to report.",2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
12456,"140034",SSM HEALTH ST MARY'S HOSPITAL -CENTRALIA,"400 NORTH PLEASANT AVENUE",CENTRALIA,IL,"62801",MARION,"6184366519",Collapsed lung due to medical treatment,PSI_6_IAT_PTX,No Different than the National Rate,"5002","0.36","0.05","0.67",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
12459,"140034",SSM HEALTH ST MARY'S HOSPITAL -CENTRALIA,"400 NORTH PLEASANT AVENUE",CENTRALIA,IL,"62801",MARION,"6184366519",Serious complications,PSI_90_SAFETY,No Different than the National Rate,Not Available,"0.78","0.38","1.18",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
12460,"140040",GALESBURG COTTAGE HOSPITAL,"695 N KELLOGG ST",GALESBURG,IL,"61401",KNOX,"3093454555",Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,No Different than the National Rate,"125","2.8","1.7","4.7",,2012-04-01 00:00:00.000,2023-08-29 19:41:24.000
12461,"140040",GALESBURG COTTAGE HOSPITAL,"695 N KELLOGG ST",GALESBURG,IL,"61401",KNOX,"3093454555",Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,No Different than the National Rate,"407","5.26","0.91","9.62",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
12462,"140040",GALESBURG COTTAGE HOSPITAL,"695 N KELLOGG ST",GALESBURG,IL,"61401",KNOX,"3093454555",Blood stream infection after surgery,PSI_13_POST_SEPSIS,No Different than the National Rate,"56","10.91","2.95","18.88",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
12463,"140040",GALESBURG COTTAGE HOSPITAL,"695 N KELLOGG ST",GALESBURG,IL,"61401",KNOX,"3093454555",A wound that splits open  after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,No Different than the National Rate,"59","2.24","0","4.53",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
12464,"140040",GALESBURG COTTAGE HOSPITAL,"695 N KELLOGG ST",GALESBURG,IL,"61401",KNOX,"3093454555",Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,No Different than the National Rate,"2334","1.42","0.2","2.63",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
12465,"140040",GALESBURG COTTAGE HOSPITAL,"695 N KELLOGG ST",GALESBURG,IL,"61401",KNOX,"3093454555",Deaths among Patients with Serious Treatable Complications after Surgery,PSI_4_SURG_COMP,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,"1 - The number of cases/patients is too few to report.",2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
12466,"140040",GALESBURG COTTAGE HOSPITAL,"695 N KELLOGG ST",GALESBURG,IL,"61401",KNOX,"3093454555",Collapsed lung due to medical treatment,PSI_6_IAT_PTX,No Different than the National Rate,"2179","0.36","0.05","0.68",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
12469,"140040",GALESBURG COTTAGE HOSPITAL,"695 N KELLOGG ST",GALESBURG,IL,"61401",KNOX,"3093454555",Serious complications,PSI_90_SAFETY,No Different than the National Rate,Not Available,"0.88","0.47","1.29",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
12470,"140043",CGH MEDICAL CENTER,"100 EAST LEFEVRE ROAD",STERLING,IL,"61081",WHITESIDE,"8156250400",Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,No Different than the National Rate,"244","2.2","1.4","3.4",,2012-04-01 00:00:00.000,2023-08-29 19:41:26.000
12471,"140043",CGH MEDICAL CENTER,"100 EAST LEFEVRE ROAD",STERLING,IL,"61081",WHITESIDE,"8156250400",Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,No Different than the National Rate,"905","2.64","0","6.39",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
12472,"140043",CGH MEDICAL CENTER,"100 EAST LEFEVRE ROAD",STERLING,IL,"61081",WHITESIDE,"8156250400",Blood stream infection after surgery,PSI_13_POST_SEPSIS,No Different than the National Rate,"135","10.21","2.5","17.92",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
12473,"140043",CGH MEDICAL CENTER,"100 EAST LEFEVRE ROAD",STERLING,IL,"61081",WHITESIDE,"8156250400",A wound that splits open  after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,No Different than the National Rate,"131","2.67","0.43","4.91",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
12474,"140043",CGH MEDICAL CENTER,"100 EAST LEFEVRE ROAD",STERLING,IL,"61081",WHITESIDE,"8156250400",Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,No Different than the National Rate,"4738","1.13","0.13","2.14",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
12475,"140043",CGH MEDICAL CENTER,"100 EAST LEFEVRE ROAD",STERLING,IL,"61081",WHITESIDE,"8156250400",Pressure sores,PSI_3_ULCER,No Different than the National Rate,"1158","0.22","0","1.24",,2013-07-01 00:00:00.000,2023-08-29 19:41:26.000
12476,"140043",CGH MEDICAL CENTER,"100 EAST LEFEVRE ROAD",STERLING,IL,"61081",WHITESIDE,"8156250400",Deaths among Patients with Serious Treatable Complications after Surgery,PSI_4_SURG_COMP,No Different than the National Rate,"37","144.75","93.32","196.18",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
12477,"140043",CGH MEDICAL CENTER,"100 EAST LEFEVRE ROAD",STERLING,IL,"61081",WHITESIDE,"8156250400",Collapsed lung due to medical treatment,PSI_6_IAT_PTX,No Different than the National Rate,"4435","0.6","0.31","0.9",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
12994,"140147",RICHLAND MEMORIAL HOSPITAL,"800 EAST LOCUST",OLNEY,IL,"62450",RICHLAND,"6183952131",Deaths among Patients with Serious Treatable Complications after Surgery,PSI_4_SURG_COMP,Number of Cases Too Small,Not Available,Not Available,Not Available,Not Available,"1 - The number of cases/patients is too few to report.",2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
12995,"140147",RICHLAND MEMORIAL HOSPITAL,"800 EAST LOCUST",OLNEY,IL,"62450",RICHLAND,"6183952131",Collapsed lung due to medical treatment,PSI_6_IAT_PTX,No Different than the National Rate,"1682","0.39","0.07","0.72",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
13002,"140148",MEMORIAL MEDICAL CENTER,"701 N FIRST ST",SPRINGFIELD,IL,"62781",SANGAMON,"2177883000",A wound that splits open  after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,No Different than the National Rate,"783","3.08","1.17","4.98",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
13003,"140148",MEMORIAL MEDICAL CENTER,"701 N FIRST ST",SPRINGFIELD,IL,"62781",SANGAMON,"2177883000",Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,No Different than the National Rate,"18997","1.52","1.05","1.99",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
12998,"140147",RICHLAND MEMORIAL HOSPITAL,"800 EAST LOCUST",OLNEY,IL,"62450",RICHLAND,"6183952131",Serious complications,PSI_90_SAFETY,No Different than the National Rate,Not Available,"0.82","0.37","1.27",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
12999,"140148",MEMORIAL MEDICAL CENTER,"701 N FIRST ST",SPRINGFIELD,IL,"62781",SANGAMON,"2177883000",Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,No Different than the National Rate,"1200","2.5","1.9","3.3",,2012-04-01 00:00:00.000,2023-08-29 19:42:19.000
13000,"140148",MEMORIAL MEDICAL CENTER,"701 N FIRST ST",SPRINGFIELD,IL,"62781",SANGAMON,"2177883000",Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,No Different than the National Rate,"6767","5.21","3.54","6.88",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
13001,"140148",MEMORIAL MEDICAL CENTER,"701 N FIRST ST",SPRINGFIELD,IL,"62781",SANGAMON,"2177883000",Blood stream infection after surgery,PSI_13_POST_SEPSIS,No Different than the National Rate,"727","9.88","4.59","15.17",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
13004,"140148",MEMORIAL MEDICAL CENTER,"701 N FIRST ST",SPRINGFIELD,IL,"62781",SANGAMON,"2177883000",Pressure sores,PSI_3_ULCER,No Different than the National Rate,"5325","0.07","0","0.64",,2013-07-01 00:00:00.000,2023-08-29 19:42:20.000
13005,"140148",MEMORIAL MEDICAL CENTER,"701 N FIRST ST",SPRINGFIELD,IL,"62781",SANGAMON,"2177883000",Deaths among Patients with Serious Treatable Complications after Surgery,PSI_4_SURG_COMP,No Different than the National Rate,"325","153.54","123.07","184.01",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
13006,"140148",MEMORIAL MEDICAL CENTER,"701 N FIRST ST",SPRINGFIELD,IL,"62781",SANGAMON,"2177883000",Collapsed lung due to medical treatment,PSI_6_IAT_PTX,No Different than the National Rate,"17764","0.56","0.34","0.79",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
13016,"140150",UNIVERSITY OF ILLINOIS HOSPITAL,"1740 WEST TAYLOR ST SUITE 1400",CHICAGO,IL,"60612",COOK,"3129963900",Deaths among Patients with Serious Treatable Complications after Surgery,PSI_4_SURG_COMP,No Different than the National Rate,"143","120.07","81.98","158.16",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
13017,"140150",UNIVERSITY OF ILLINOIS HOSPITAL,"1740 WEST TAYLOR ST SUITE 1400",CHICAGO,IL,"60612",COOK,"3129963900",Collapsed lung due to medical treatment,PSI_6_IAT_PTX,No Different than the National Rate,"6823","0.51","0.23","0.8",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
13009,"140148",MEMORIAL MEDICAL CENTER,"701 N FIRST ST",SPRINGFIELD,IL,"62781",SANGAMON,"2177883000",Serious complications,PSI_90_SAFETY,No Different than the National Rate,Not Available,"0.92","0.75","1.09",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
13010,"140150",UNIVERSITY OF ILLINOIS HOSPITAL,"1740 WEST TAYLOR ST SUITE 1400",CHICAGO,IL,"60612",COOK,"3129963900",Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,No Different than the National Rate,"66","3.3","1.9","5.5",,2012-04-01 00:00:00.000,2023-08-29 19:42:20.000
13011,"140150",UNIVERSITY OF ILLINOIS HOSPITAL,"1740 WEST TAYLOR ST SUITE 1400",CHICAGO,IL,"60612",COOK,"3129963900",Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,Worse than the National Rate,"2142","13.72","11.17","16.27",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
13012,"140150",UNIVERSITY OF ILLINOIS HOSPITAL,"1740 WEST TAYLOR ST SUITE 1400",CHICAGO,IL,"60612",COOK,"3129963900",Blood stream infection after surgery,PSI_13_POST_SEPSIS,No Different than the National Rate,"254","10.71","3.79","17.63",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
13013,"140150",UNIVERSITY OF ILLINOIS HOSPITAL,"1740 WEST TAYLOR ST SUITE 1400",CHICAGO,IL,"60612",COOK,"3129963900",A wound that splits open  after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,No Different than the National Rate,"327","3.44","1.29","5.6",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
13014,"140150",UNIVERSITY OF ILLINOIS HOSPITAL,"1740 WEST TAYLOR ST SUITE 1400",CHICAGO,IL,"60612",COOK,"3129963900",Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,No Different than the National Rate,"7130","1.69","0.94","2.44",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
13015,"140150",UNIVERSITY OF ILLINOIS HOSPITAL,"1740 WEST TAYLOR ST SUITE 1400",CHICAGO,IL,"60612",COOK,"3129963900",Pressure sores,PSI_3_ULCER,No Different than the National Rate,"2165","0.89","0.03","1.75",,2013-07-01 00:00:00.000,2023-08-29 19:42:20.000
13022,"140155",PRESENCE ST MARYS HOSPITAL,"500 W COURT ST",KANKAKEE,IL,"60901",KANKAKEE,"8159372490",Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,Worse than the National Rate,"831","9.92","6.24","13.59",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
13023,"140155",PRESENCE ST MARYS HOSPITAL,"500 W COURT ST",KANKAKEE,IL,"60901",KANKAKEE,"8159372490",Blood stream infection after surgery,PSI_13_POST_SEPSIS,No Different than the National Rate,"98","13.08","5.45","20.71",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
13020,"140150",UNIVERSITY OF ILLINOIS HOSPITAL,"1740 WEST TAYLOR ST SUITE 1400",CHICAGO,IL,"60612",COOK,"3129963900",Serious complications,PSI_90_SAFETY,Worse than the National Rate,Not Available,"1.55","1.3","1.81",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
13021,"140155",PRESENCE ST MARYS HOSPITAL,"500 W COURT ST",KANKAKEE,IL,"60901",KANKAKEE,"8159372490",Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,No Different than the National Rate,"169","3.7","2.4","5.5",,2012-04-01 00:00:00.000,2023-08-29 19:42:22.000
13024,"140155",PRESENCE ST MARYS HOSPITAL,"500 W COURT ST",KANKAKEE,IL,"60901",KANKAKEE,"8159372490",A wound that splits open  after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,No Different than the National Rate,"100","2.17","0","4.43",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
13025,"140155",PRESENCE ST MARYS HOSPITAL,"500 W COURT ST",KANKAKEE,IL,"60901",KANKAKEE,"8159372490",Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,No Different than the National Rate,"4706","0.8","0","1.8",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
13026,"140155",PRESENCE ST MARYS HOSPITAL,"500 W COURT ST",KANKAKEE,IL,"60901",KANKAKEE,"8159372490",Pressure sores,PSI_3_ULCER,No Different than the National Rate,"1973","0.87","0.02","1.71",,2013-07-01 00:00:00.000,2023-08-29 19:42:22.000
13027,"140155",PRESENCE ST MARYS HOSPITAL,"500 W COURT ST",KANKAKEE,IL,"60901",KANKAKEE,"8159372490",Deaths among Patients with Serious Treatable Complications after Surgery,PSI_4_SURG_COMP,No Different than the National Rate,"38","127.26","78.48","176.05",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
13028,"140155",PRESENCE ST MARYS HOSPITAL,"500 W COURT ST",KANKAKEE,IL,"60901",KANKAKEE,"8159372490",Collapsed lung due to medical treatment,PSI_6_IAT_PTX,No Different than the National Rate,"4448","0.37","0.08","0.66",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
12000,"131302",NORTH CANYON MEDICAL CENTER,"267 NORTH CANYON DR",GOODING,ID,"83330",GOODING,"2089344433",Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,Not Available,Not Available,Not Available,Not Available,Not Available,"13 - Results cannot be calculated for this reporting period.",2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
12001,"131302",NORTH CANYON MEDICAL CENTER,"267 NORTH CANYON DR",GOODING,ID,"83330",GOODING,"2089344433",Blood stream infection after surgery,PSI_13_POST_SEPSIS,Not Available,Not Available,Not Available,Not Available,Not Available,"13 - Results cannot be calculated for this reporting period.",2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
12002,"131302",NORTH CANYON MEDICAL CENTER,"267 NORTH CANYON DR",GOODING,ID,"83330",GOODING,"2089344433",A wound that splits open  after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,Not Available,Not Available,Not Available,Not Available,Not Available,"13 - Results cannot be calculated for this reporting period.",2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
12003,"131302",NORTH CANYON MEDICAL CENTER,"267 NORTH CANYON DR",GOODING,ID,"83330",GOODING,"2089344433",Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,Not Available,Not Available,Not Available,Not Available,Not Available,"13 - Results cannot be calculated for this reporting period.",2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
12004,"131302",NORTH CANYON MEDICAL CENTER,"267 NORTH CANYON DR",GOODING,ID,"83330",GOODING,"2089344433",Pressure sores,PSI_3_ULCER,Not Available,Not Available,Not Available,Not Available,Not Available,"13 - Results cannot be calculated for this reporting period.",2013-07-01 00:00:00.000,2023-08-29 19:40:38.000
12005,"131302",NORTH CANYON MEDICAL CENTER,"267 NORTH CANYON DR",GOODING,ID,"83330",GOODING,"2089344433",Deaths among Patients with Serious Treatable Complications after Surgery,PSI_4_SURG_COMP,Not Available,Not Available,Not Available,Not Available,Not Available,"13 - Results cannot be calculated for this reporting period.",2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
12006,"131302",NORTH CANYON MEDICAL CENTER,"267 NORTH CANYON DR",GOODING,ID,"83330",GOODING,"2089344433",Collapsed lung due to medical treatment,PSI_6_IAT_PTX,Not Available,Not Available,Not Available,Not Available,Not Available,"13 - Results cannot be calculated for this reporting period.",2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
12012,"131303",NELL J REDFIELD MEMORIAL HOSPITAL,"150 NORTH 200 WEST",MALAD,ID,"83252",ONEIDA,"2087662231",Blood stream infection after surgery,PSI_13_POST_SEPSIS,Not Available,Not Available,Not Available,Not Available,Not Available,"13 - Results cannot be calculated for this reporting period.",2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
12013,"131303",NELL J REDFIELD MEMORIAL HOSPITAL,"150 NORTH 200 WEST",MALAD,ID,"83252",ONEIDA,"2087662231",A wound that splits open  after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,Not Available,Not Available,Not Available,Not Available,Not Available,"13 - Results cannot be calculated for this reporting period.",2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
12009,"131302",NORTH CANYON MEDICAL CENTER,"267 NORTH CANYON DR",GOODING,ID,"83330",GOODING,"2089344433",Serious complications,PSI_90_SAFETY,Not Available,Not Available,Not Available,Not Available,Not Available,"13 - Results cannot be calculated for this reporting period.",2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
12010,"131303",NELL J REDFIELD MEMORIAL HOSPITAL,"150 NORTH 200 WEST",MALAD,ID,"83252",ONEIDA,"2087662231",Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,Not Available,Not Available,Not Available,Not Available,Not Available,"5 - Results are not available for this reporting period.",2012-04-01 00:00:00.000,2023-08-29 19:40:39.000
12011,"131303",NELL J REDFIELD MEMORIAL HOSPITAL,"150 NORTH 200 WEST",MALAD,ID,"83252",ONEIDA,"2087662231",Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,Not Available,Not Available,Not Available,Not Available,Not Available,"13 - Results cannot be calculated for this reporting period.",2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
12014,"131303",NELL J REDFIELD MEMORIAL HOSPITAL,"150 NORTH 200 WEST",MALAD,ID,"83252",ONEIDA,"2087662231",Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,Not Available,Not Available,Not Available,Not Available,Not Available,"13 - Results cannot be calculated for this reporting period.",2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
12015,"131303",NELL J REDFIELD MEMORIAL HOSPITAL,"150 NORTH 200 WEST",MALAD,ID,"83252",ONEIDA,"2087662231",Pressure sores,PSI_3_ULCER,Not Available,Not Available,Not Available,Not Available,Not Available,"13 - Results cannot be calculated for this reporting period.",2013-07-01 00:00:00.000,2023-08-29 19:40:40.000
12016,"131303",NELL J REDFIELD MEMORIAL HOSPITAL,"150 NORTH 200 WEST",MALAD,ID,"83252",ONEIDA,"2087662231",Deaths among Patients with Serious Treatable Complications after Surgery,PSI_4_SURG_COMP,Not Available,Not Available,Not Available,Not Available,Not Available,"13 - Results cannot be calculated for this reporting period.",2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
12017,"131303",NELL J REDFIELD MEMORIAL HOSPITAL,"150 NORTH 200 WEST",MALAD,ID,"83252",ONEIDA,"2087662231",Collapsed lung due to medical treatment,PSI_6_IAT_PTX,Not Available,Not Available,Not Available,Not Available,Not Available,"13 - Results cannot be calculated for this reporting period.",2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
12020,"131303",NELL J REDFIELD MEMORIAL HOSPITAL,"150 NORTH 200 WEST",MALAD,ID,"83252",ONEIDA,"2087662231",Serious complications,PSI_90_SAFETY,Not Available,Not Available,Not Available,Not Available,Not Available,"13 - Results cannot be calculated for this reporting period.",2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
12021,"131304",HARMS MEMORIAL HOSPITAL,"510 ROOSEVELT STREET",AMERICAN FALLS,ID,"83211",POWER,"2082263200",Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,Not Available,Not Available,Not Available,Not Available,Not Available,"5 - Results are not available for this reporting period.",2012-04-01 00:00:00.000,2023-08-29 19:40:40.000
12022,"131304",HARMS MEMORIAL HOSPITAL,"510 ROOSEVELT STREET",AMERICAN FALLS,ID,"83211",POWER,"2082263200",Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,Not Available,Not Available,Not Available,Not Available,Not Available,"13 - Results cannot be calculated for this reporting period.",2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
12023,"131304",HARMS MEMORIAL HOSPITAL,"510 ROOSEVELT STREET",AMERICAN FALLS,ID,"83211",POWER,"2082263200",Blood stream infection after surgery,PSI_13_POST_SEPSIS,Not Available,Not Available,Not Available,Not Available,Not Available,"13 - Results cannot be calculated for this reporting period.",2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
12024,"131304",HARMS MEMORIAL HOSPITAL,"510 ROOSEVELT STREET",AMERICAN FALLS,ID,"83211",POWER,"2082263200",A wound that splits open  after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,Not Available,Not Available,Not Available,Not Available,Not Available,"13 - Results cannot be calculated for this reporting period.",2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
12480,"140043",CGH MEDICAL CENTER,"100 EAST LEFEVRE ROAD",STERLING,IL,"61081",WHITESIDE,"8156250400",Serious complications,PSI_90_SAFETY,No Different than the National Rate,Not Available,"0.69","0.34","1.04",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
12481,"140046",GOOD SAMARITAN REGIONAL HLTH CENTER,"1 GOOD SAMARITAN WAY",MOUNT VERNON,IL,"62864",JEFFERSON,"6188991469",Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,No Different than the National Rate,"292","3.5","2.3","5.4",,2012-04-01 00:00:00.000,2023-08-29 19:41:26.000
12482,"140046",GOOD SAMARITAN REGIONAL HLTH CENTER,"1 GOOD SAMARITAN WAY",MOUNT VERNON,IL,"62864",JEFFERSON,"6188991469",Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,No Different than the National Rate,"1569","2.98","0","6.01",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
12483,"140046",GOOD SAMARITAN REGIONAL HLTH CENTER,"1 GOOD SAMARITAN WAY",MOUNT VERNON,IL,"62864",JEFFERSON,"6188991469",Blood stream infection after surgery,PSI_13_POST_SEPSIS,No Different than the National Rate,"356","11.67","4.83","18.5",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
12484,"140046",GOOD SAMARITAN REGIONAL HLTH CENTER,"1 GOOD SAMARITAN WAY",MOUNT VERNON,IL,"62864",JEFFERSON,"6188991469",A wound that splits open  after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,No Different than the National Rate,"100","2.17","0","4.43",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
12485,"140046",GOOD SAMARITAN REGIONAL HLTH CENTER,"1 GOOD SAMARITAN WAY",MOUNT VERNON,IL,"62864",JEFFERSON,"6188991469",Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,No Different than the National Rate,"6854","1.69","0.79","2.6",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
12486,"140046",GOOD SAMARITAN REGIONAL HLTH CENTER,"1 GOOD SAMARITAN WAY",MOUNT VERNON,IL,"62864",JEFFERSON,"6188991469",Pressure sores,PSI_3_ULCER,No Different than the National Rate,"1876","0.15","0","1.01",,2013-07-01 00:00:00.000,2023-08-29 19:41:26.000
12487,"140046",GOOD SAMARITAN REGIONAL HLTH CENTER,"1 GOOD SAMARITAN WAY",MOUNT VERNON,IL,"62864",JEFFERSON,"6188991469",Deaths among Patients with Serious Treatable Complications after Surgery,PSI_4_SURG_COMP,No Different than the National Rate,"79","129.27","83.78","174.76",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
12488,"140046",GOOD SAMARITAN REGIONAL HLTH CENTER,"1 GOOD SAMARITAN WAY",MOUNT VERNON,IL,"62864",JEFFERSON,"6188991469",Collapsed lung due to medical treatment,PSI_6_IAT_PTX,No Different than the National Rate,"6541","0.37","0.1","0.65",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
12494,"140048",ADVOCATE TRINITY HOSPITAL,"2320 E 93RD ST",CHICAGO,IL,"60617",COOK,"7739672000",Blood stream infection after surgery,PSI_13_POST_SEPSIS,No Different than the National Rate,"35","10.81","2.89","18.72",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
12495,"140048",ADVOCATE TRINITY HOSPITAL,"2320 E 93RD ST",CHICAGO,IL,"60617",COOK,"7739672000",A wound that splits open  after surgery on the abdomen or pelvis,PSI_14_POSTOP_DEHIS,No Different than the National Rate,"144","2.12","0","4.36",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
12491,"140046",GOOD SAMARITAN REGIONAL HLTH CENTER,"1 GOOD SAMARITAN WAY",MOUNT VERNON,IL,"62864",JEFFERSON,"6188991469",Serious complications,PSI_90_SAFETY,No Different than the National Rate,Not Available,"0.81","0.5","1.11",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
12492,"140048",ADVOCATE TRINITY HOSPITAL,"2320 E 93RD ST",CHICAGO,IL,"60617",COOK,"7739672000",Rate of complications for hip/knee replacement patients,COMP_HIP_KNEE,No Different than the National Rate,"46","2.9","1.7","5",,2012-04-01 00:00:00.000,2023-08-29 19:41:26.000
12493,"140048",ADVOCATE TRINITY HOSPITAL,"2320 E 93RD ST",CHICAGO,IL,"60617",COOK,"7739672000",Serious blood clots after surgery,PSI_12_POSTOP_PULMEMB_DVT,Worse than the National Rate,"756","10.49","6.71","14.26",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
12496,"140048",ADVOCATE TRINITY HOSPITAL,"2320 E 93RD ST",CHICAGO,IL,"60617",COOK,"7739672000",Accidental cuts and tears from medical treatment,PSI_15_ACC_LAC,No Different than the National Rate,"6090","0.71","0","1.66",,2013-07-01 00:00:00.000,2015-06-30 00:00:00.000
12497,"140048",ADVOCATE TRINITY HOSPITAL,"2320 E 93RD ST",CHICAGO,IL,"60617",COOK,"7739672000",Pressure sores,PSI_3_ULCER,No Different than the National Rate,"1775","0.15","0","1",,2013-07-01 00:00:00.000,2023-08-29 19:41:29.000
