ID,Name,HospitalID,Type
54-85,T-85,54,treatment
54-84,A-84,54,assessment
54-91,A-91,54,assessment
54-99,T-99,54,treatment
54-06,A-06,54,assessment
54-30,T-30,54,treatment
54-28,T-28,54,treatment
54-14,A-14,54,assessment
54-70,T-70,54,treatment
54-99,T-99,54,treatment
54-09,T-09,54,treatment
54-100,A-100,54,assessment
54-45,A-45,54,assessment
54-39,T-39,54,treatment
54-95,A-95,54,assessment
54-32,A-32,54,assessment
54-38,T-38,54,treatment
54-55,T-55,54,treatment
54-49,A-49,54,assessment
54-49,A-49,54,assessment
54-33,A-33,54,assessment
54-31,T-31,54,treatment
54-48,T-48,54,treatment
54-25,A-25,54,assessment
54-86,T-86,54,treatment
54-25,T-25,54,treatment
54-84,A-84,54,assessment
54-03,A-03,54,assessment
54-85,A-85,54,assessment
54-46,T-46,54,treatment
54-34,T-34,54,treatment
54-93,T-93,54,treatment
54-67,T-67,54,treatment
55-46,A-46,55,assessment
55-59,A-59,55,assessment
55-37,A-37,55,assessment
55-40,T-40,55,treatment
55-86,A-86,55,assessment
55-91,A-91,55,assessment
55-05,A-05,55,assessment
55-61,A-61,55,assessment
55-45,T-45,55,treatment
55-01,A-01,55,assessment
55-37,A-37,55,assessment
55-81,A-81,55,assessment
55-69,T-69,55,treatment
55-11,T-11,55,treatment
55-72,T-72,55,treatment
55-58,T-58,55,treatment
55-16,T-16,55,treatment
55-37,T-37,55,treatment
55-95,T-95,55,treatment
55-52,T-52,55,treatment
55-04,T-04,55,treatment
55-26,A-26,55,assessment
55-28,A-28,55,assessment
55-54,T-54,55,treatment
55-97,A-97,55,assessment
55-19,A-19,55,assessment
55-37,A-37,55,assessment
55-66,A-66,55,assessment
55-32,A-32,55,assessment
55-40,T-40,55,treatment
55-40,T-40,55,treatment
55-71,T-71,55,treatment
55-22,A-22,55,assessment
55-05,T-05,55,treatment
55-40,T-40,55,treatment
55-81,T-81,55,treatment
55-69,T-69,55,treatment
55-49,A-49,55,assessment
55-42,A-42,55,assessment
55-71,T-71,55,treatment
55-23,A-23,55,assessment
55-06,T-06,55,treatment
55-88,T-88,55,treatment
55-89,A-89,55,assessment
55-89,T-89,55,treatment
55-09,A-09,55,assessment
55-68,T-68,55,treatment
55-32,T-32,55,treatment
55-45,A-45,55,assessment
55-87,T-87,55,treatment
55-82,T-82,55,treatment
55-56,A-56,55,assessment
56-65,T-65,56,treatment
56-83,A-83,56,assessment
56-15,A-15,56,assessment
56-48,T-48,56,treatment
56-57,T-57,56,treatment
56-52,T-52,56,treatment
56-57,T-57,56,treatment
56-24,T-24,56,treatment
56-93,A-93,56,assessment
56-17,A-17,56,assessment
56-13,A-13,56,assessment
56-78,T-78,56,treatment
56-19,T-19,56,treatment
56-45,A-45,56,assessment
56-47,A-47,56,assessment
56-12,T-12,56,treatment
56-22,T-22,56,treatment
56-70,T-70,56,treatment
56-88,T-88,56,treatment
56-59,T-59,56,treatment
56-05,T-05,56,treatment
56-03,T-03,56,treatment
56-41,T-41,56,treatment
56-87,T-87,56,treatment
56-10,T-10,56,treatment
56-03,T-03,56,treatment
56-76,A-76,56,assessment
56-04,T-04,56,treatment
56-26,T-26,56,treatment
56-61,T-61,56,treatment
56-48,T-48,56,treatment
56-39,T-39,56,treatment
56-12,A-12,56,assessment
56-32,T-32,56,treatment
56-74,A-74,56,assessment
56-92,T-92,56,treatment
56-35,A-35,56,assessment
56-41,A-41,56,assessment
56-89,T-89,56,treatment
56-85,A-85,56,assessment
56-94,A-94,56,assessment
56-10,T-10,56,treatment
56-82,T-82,56,treatment
56-42,A-42,56,assessment
56-55,T-55,56,treatment
56-88,A-88,56,assessment
56-38,T-38,56,treatment
56-24,A-24,56,assessment
56-33,T-33,56,treatment
56-35,A-35,56,assessment
56-16,A-16,56,assessment
56-92,T-92,56,treatment
56-20,A-20,56,assessment
56-94,T-94,56,treatment
56-30,T-30,56,treatment
56-11,A-11,56,assessment
57-06,A-06,57,assessment
57-27,A-27,57,assessment
57-98,T-98,57,treatment
57-95,A-95,57,assessment
57-66,T-66,57,treatment
57-87,T-87,57,treatment
57-12,T-12,57,treatment
57-35,T-35,57,treatment
57-02,T-02,57,treatment
57-96,A-96,57,assessment
57-65,T-65,57,treatment
57-74,T-74,57,treatment
57-45,T-45,57,treatment
57-61,T-61,57,treatment
57-46,A-46,57,assessment
57-46,A-46,57,assessment
57-39,A-39,57,assessment
57-66,T-66,57,treatment
57-53,T-53,57,treatment
57-08,A-08,57,assessment
57-32,A-32,57,assessment
57-38,A-38,57,assessment
57-72,T-72,57,treatment
57-08,A-08,57,assessment
57-79,A-79,57,assessment
57-31,T-31,57,treatment
57-37,T-37,57,treatment
57-86,T-86,57,treatment
57-63,A-63,57,assessment
57-22,T-22,57,treatment
57-25,T-25,57,treatment
57-40,T-40,57,treatment
57-43,A-43,57,assessment
57-37,A-37,57,assessment
57-32,A-32,57,assessment
57-86,A-86,57,assessment
57-74,T-74,57,treatment
57-42,A-42,57,assessment
57-02,A-02,57,assessment
57-90,A-90,57,assessment
57-62,A-62,57,assessment
57-52,T-52,57,treatment
57-49,T-49,57,treatment
57-74,A-74,57,assessment
57-13,T-13,57,treatment
57-94,A-94,57,assessment
57-60,A-60,57,assessment
57-35,A-35,57,assessment
57-62,A-62,57,assessment
57-34,T-34,57,treatment
58-17,T-17,58,treatment
58-28,T-28,58,treatment
58-42,T-42,58,treatment
58-77,T-77,58,treatment
58-73,T-73,58,treatment
58-28,T-28,58,treatment
58-35,T-35,58,treatment
58-43,A-43,58,assessment
58-50,A-50,58,assessment
58-16,A-16,58,assessment
58-90,A-90,58,assessment
58-100,A-100,58,assessment
58-58,T-58,58,treatment
58-41,T-41,58,treatment
58-96,T-96,58,treatment
58-05,T-05,58,treatment
58-51,T-51,58,treatment
58-07,A-07,58,assessment
58-56,A-56,58,assessment
58-05,T-05,58,treatment
58-01,A-01,58,assessment
58-56,T-56,58,treatment
58-10,A-10,58,assessment
58-32,A-32,58,assessment
58-26,A-26,58,assessment
58-20,T-20,58,treatment
58-19,T-19,58,treatment
58-51,T-51,58,treatment
58-06,A-06,58,assessment
58-58,T-58,58,treatment
58-97,T-97,58,treatment
58-55,T-55,58,treatment
58-69,T-69,58,treatment
58-63,T-63,58,treatment
58-88,A-88,58,assessment
58-74,A-74,58,assessment
58-77,T-77,58,treatment
58-13,T-13,58,treatment
58-88,A-88,58,assessment
58-08,T-08,58,treatment
58-38,T-38,58,treatment
58-89,A-89,58,assessment
58-89,A-89,58,assessment
58-74,T-74,58,treatment
58-20,T-20,58,treatment
58-19,A-19,58,assessment
58-79,T-79,58,treatment
58-96,T-96,58,treatment
58-35,A-35,58,assessment
58-19,A-19,58,assessment
58-85,A-85,58,assessment
58-33,A-33,58,assessment
58-19,A-19,58,assessment
58-99,T-99,58,treatment
58-10,A-10,58,assessment
58-51,A-51,58,assessment
59-68,T-68,59,treatment
59-53,T-53,59,treatment
59-45,A-45,59,assessment
59-59,A-59,59,assessment
59-49,T-49,59,treatment
59-19,A-19,59,assessment
59-56,T-56,59,treatment
59-09,T-09,59,treatment
59-23,A-23,59,assessment
59-55,A-55,59,assessment
59-78,A-78,59,assessment
59-57,A-57,59,assessment
59-61,T-61,59,treatment
59-07,A-07,59,assessment
59-20,A-20,59,assessment
59-81,A-81,59,assessment
59-41,A-41,59,assessment
59-30,A-30,59,assessment
59-54,A-54,59,assessment
59-56,A-56,59,assessment
59-97,A-97,59,assessment
59-62,T-62,59,treatment
59-12,A-12,59,assessment
59-99,T-99,59,treatment
59-39,T-39,59,treatment
59-46,T-46,59,treatment
59-100,A-100,59,assessment
59-70,A-70,59,assessment
59-97,T-97,59,treatment
59-19,T-19,59,treatment
59-22,T-22,59,treatment
59-76,A-76,59,assessment
59-17,A-17,59,assessment
59-65,T-65,59,treatment
59-63,A-63,59,assessment
59-75,T-75,59,treatment
59-56,A-56,59,assessment
59-17,T-17,59,treatment
59-37,A-37,59,assessment
59-47,A-47,59,assessment
59-67,T-67,59,treatment
59-90,T-90,59,treatment
59-50,T-50,59,treatment
59-99,A-99,59,assessment
59-87,T-87,59,treatment
59-43,T-43,59,treatment
59-85,A-85,59,assessment
59-02,T-02,59,treatment
59-60,A-60,59,assessment
59-24,T-24,59,treatment
59-73,A-73,59,assessment
59-03,T-03,59,treatment
59-34,A-34,59,assessment
59-68,T-68,59,treatment
59-25,A-25,59,assessment
59-69,A-69,59,assessment
59-10,A-10,59,assessment
59-90,T-90,59,treatment
59-99,T-99,59,treatment
59-01,A-01,59,assessment
59-51,T-51,59,treatment
60-59,A-59,60,assessment
60-99,A-99,60,assessment
60-33,T-33,60,treatment
60-79,A-79,60,assessment
60-03,T-03,60,treatment
60-20,T-20,60,treatment
60-17,T-17,60,treatment
60-31,A-31,60,assessment
60-66,A-66,60,assessment
60-58,A-58,60,assessment
60-65,T-65,60,treatment
60-48,T-48,60,treatment
60-01,T-01,60,treatment
60-21,T-21,60,treatment
60-44,A-44,60,assessment
60-96,A-96,60,assessment
60-75,T-75,60,treatment
60-09,A-09,60,assessment
60-63,T-63,60,treatment
60-22,T-22,60,treatment
60-14,T-14,60,treatment
60-93,T-93,60,treatment
60-70,A-70,60,assessment
60-71,A-71,60,assessment
60-64,A-64,60,assessment
60-67,A-67,60,assessment
60-20,T-20,60,treatment
60-25,A-25,60,assessment
60-11,A-11,60,assessment
60-29,T-29,60,treatment
60-93,A-93,60,assessment
60-54,T-54,60,treatment
60-49,T-49,60,treatment
60-63,T-63,60,treatment
60-69,A-69,60,assessment
60-20,T-20,60,treatment
60-16,T-16,60,treatment
60-55,A-55,60,assessment
60-16,A-16,60,assessment
60-85,T-85,60,treatment
60-17,A-17,60,assessment
60-14,A-14,60,assessment
60-20,A-20,60,assessment
60-71,A-71,60,assessment
60-43,A-43,60,assessment
60-86,T-86,60,treatment
60-33,A-33,60,assessment
60-63,T-63,60,treatment
60-52,A-52,60,assessment
60-96,T-96,60,treatment
60-73,A-73,60,assessment
60-73,T-73,60,treatment
60-33,T-33,60,treatment
60-57,T-57,60,treatment
60-05,A-05,60,assessment
60-94,A-94,60,assessment
60-79,T-79,60,treatment
60-98,T-98,60,treatment
60-09,A-09,60,assessment
60-98,T-98,60,treatment
60-21,A-21,60,assessment
60-56,T-56,60,treatment
60-76,T-76,60,treatment
60-85,A-85,60,assessment
60-05,A-05,60,assessment
60-65,A-65,60,assessment
60-87,A-87,60,assessment
60-86,A-86,60,assessment
60-50,A-50,60,assessment
61-58,T-58,61,treatment
61-60,T-60,61,treatment
61-03,A-03,61,assessment
61-48,A-48,61,assessment
61-83,T-83,61,treatment
61-99,A-99,61,assessment
61-28,A-28,61,assessment
61-52,T-52,61,treatment
61-01,A-01,61,assessment
61-29,A-29,61,assessment
61-84,T-84,61,treatment
61-15,A-15,61,assessment
61-01,T-01,61,treatment
61-63,T-63,61,treatment
61-70,A-70,61,assessment
61-95,A-95,61,assessment
61-31,A-31,61,assessment
61-70,A-70,61,assessment
61-73,T-73,61,treatment
61-48,A-48,61,assessment
61-04,T-04,61,treatment
61-47,T-47,61,treatment
61-76,A-76,61,assessment
61-05,T-05,61,treatment
61-67,T-67,61,treatment
61-71,A-71,61,assessment
61-27,T-27,61,treatment
61-64,T-64,61,treatment
61-85,A-85,61,assessment
61-60,T-60,61,treatment
61-06,T-06,61,treatment
61-22,T-22,61,treatment
61-63,T-63,61,treatment
61-38,T-38,61,treatment
61-59,A-59,61,assessment
61-80,A-80,61,assessment
61-30,A-30,61,assessment
61-70,T-70,61,treatment
61-94,A-94,61,assessment
61-34,T-34,61,treatment
61-35,T-35,61,treatment
61-99,T-99,61,treatment
61-23,T-23,61,treatment
61-73,A-73,61,assessment
61-19,A-19,61,assessment
61-12,T-12,61,treatment
61-64,A-64,61,assessment
61-66,T-66,61,treatment
61-13,T-13,61,treatment
61-76,T-76,61,treatment
61-64,A-64,61,assessment
61-73,T-73,61,treatment
61-38,T-38,61,treatment
61-87,T-87,61,treatment
61-54,A-54,61,assessment
61-39,T-39,61,treatment
61-05,A-05,61,assessment
61-07,T-07,61,treatment
61-90,A-90,61,assessment
61-47,A-47,61,assessment
61-46,A-46,61,assessment
61-100,T-100,61,treatment
61-62,T-62,61,treatment
61-72,A-72,61,assessment
61-29,T-29,61,treatment
61-63,T-63,61,treatment
61-66,A-66,61,assessment
61-61,A-61,61,assessment
61-28,A-28,61,assessment
62-42,A-42,62,assessment
62-82,A-82,62,assessment
62-48,A-48,62,assessment
62-32,A-32,62,assessment
62-97,T-97,62,treatment
62-25,T-25,62,treatment
62-95,A-95,62,assessment
62-27,T-27,62,treatment
62-48,T-48,62,treatment
62-97,T-97,62,treatment
62-95,T-95,62,treatment
62-53,T-53,62,treatment
62-26,A-26,62,assessment
62-68,T-68,62,treatment
62-55,A-55,62,assessment
62-93,A-93,62,assessment
62-10,T-10,62,treatment
62-33,T-33,62,treatment
62-49,A-49,62,assessment
62-27,A-27,62,assessment
62-89,T-89,62,treatment
62-32,T-32,62,treatment
62-25,T-25,62,treatment
62-80,T-80,62,treatment
62-81,T-81,62,treatment
62-76,A-76,62,assessment
62-35,T-35,62,treatment
62-53,A-53,62,assessment
62-61,A-61,62,assessment
62-90,A-90,62,assessment
62-58,A-58,62,assessment
62-54,A-54,62,assessment
62-25,A-25,62,assessment
62-67,A-67,62,assessment
62-97,T-97,62,treatment
62-58,A-58,62,assessment
62-98,T-98,62,treatment
62-80,T-80,62,treatment
62-35,A-35,62,assessment
62-18,A-18,62,assessment
62-91,A-91,62,assessment
62-87,A-87,62,assessment
62-02,A-02,62,assessment
62-08,A-08,62,assessment
62-52,A-52,62,assessment
62-93,A-93,62,assessment
62-93,T-93,62,treatment
62-73,A-73,62,assessment
62-49,A-49,62,assessment
62-89,T-89,62,treatment
63-27,A-27,63,assessment
63-91,T-91,63,treatment
63-15,A-15,63,assessment
63-11,T-11,63,treatment
63-79,A-79,63,assessment
63-07,T-07,63,treatment
63-48,T-48,63,treatment
63-53,T-53,63,treatment
63-03,T-03,63,treatment
63-26,T-26,63,treatment
63-67,A-67,63,assessment
63-17,T-17,63,treatment
63-95,T-95,63,treatment
63-82,T-82,63,treatment
63-12,T-12,63,treatment
63-37,T-37,63,treatment
63-42,T-42,63,treatment
63-25,A-25,63,assessment
63-16,A-16,63,assessment
63-19,A-19,63,assessment
63-66,A-66,63,assessment
63-35,T-35,63,treatment
63-54,A-54,63,assessment
63-05,T-05,63,treatment
63-35,T-35,63,treatment
63-96,T-96,63,treatment
63-71,T-71,63,treatment
63-60,A-60,63,assessment
63-66,T-66,63,treatment
63-58,T-58,63,treatment
63-55,A-55,63,assessment
63-76,T-76,63,treatment
63-69,T-69,63,treatment
63-12,T-12,63,treatment
63-33,T-33,63,treatment
63-50,A-50,63,assessment
63-10,T-10,63,treatment
63-75,T-75,63,treatment
63-95,T-95,63,treatment
63-56,A-56,63,assessment
63-01,A-01,63,assessment
63-23,A-23,63,assessment
63-12,A-12,63,assessment
63-08,A-08,63,assessment
63-51,A-51,63,assessment
64-83,T-83,64,treatment
64-25,A-25,64,assessment
64-11,T-11,64,treatment
64-53,A-53,64,assessment
64-93,T-93,64,treatment
64-10,T-10,64,treatment
64-69,A-69,64,assessment
64-03,A-03,64,assessment
64-02,T-02,64,treatment
64-80,A-80,64,assessment
64-39,A-39,64,assessment
64-53,T-53,64,treatment
64-98,T-98,64,treatment
64-31,T-31,64,treatment
64-32,A-32,64,assessment
64-13,A-13,64,assessment
64-04,T-04,64,treatment
64-62,T-62,64,treatment
64-58,T-58,64,treatment
64-13,T-13,64,treatment
64-92,T-92,64,treatment
64-65,T-65,64,treatment
64-76,T-76,64,treatment
64-64,T-64,64,treatment
64-24,A-24,64,assessment
64-82,A-82,64,assessment
64-69,A-69,64,assessment
64-14,T-14,64,treatment
64-10,T-10,64,treatment
64-27,T-27,64,treatment
64-97,T-97,64,treatment
64-63,T-63,64,treatment
64-20,A-20,64,assessment
64-29,A-29,64,assessment
64-71,A-71,64,assessment
64-03,A-03,64,assessment
64-17,T-17,64,treatment
64-53,A-53,64,assessment
64-23,T-23,64,treatment
64-58,A-58,64,assessment
64-88,A-88,64,assessment
64-62,A-62,64,assessment
64-48,T-48,64,treatment
64-97,T-97,64,treatment
64-57,T-57,64,treatment
64-02,T-02,64,treatment
64-77,T-77,64,treatment
64-37,T-37,64,treatment
64-23,T-23,64,treatment
64-19,T-19,64,treatment
64-36,T-36,64,treatment
64-55,T-55,64,treatment
64-28,T-28,64,treatment
64-40,T-40,64,treatment
64-91,T-91,64,treatment
64-16,A-16,64,assessment
64-17,A-17,64,assessment
64-24,T-24,64,treatment
64-01,T-01,64,treatment
64-47,T-47,64,treatment
64-79,T-79,64,treatment
65-63,A-63,65,assessment
65-07,T-07,65,treatment
65-55,A-55,65,assessment
65-69,T-69,65,treatment
65-23,A-23,65,assessment
65-11,A-11,65,assessment
65-36,T-36,65,treatment
65-35,T-35,65,treatment
65-99,A-99,65,assessment
65-62,T-62,65,treatment
65-86,T-86,65,treatment
65-74,T-74,65,treatment
65-09,T-09,65,treatment
65-91,T-91,65,treatment
65-03,A-03,65,assessment
65-59,A-59,65,assessment
65-79,T-79,65,treatment
65-36,A-36,65,assessment
65-67,T-67,65,treatment
65-02,A-02,65,assessment
65-67,T-67,65,treatment
65-70,T-70,65,treatment
65-36,A-36,65,assessment
65-26,T-26,65,treatment
65-16,A-16,65,assessment
65-75,A-75,65,assessment
65-35,T-35,65,treatment
65-44,T-44,65,treatment
65-96,T-96,65,treatment
65-38,A-38,65,assessment
65-39,A-39,65,assessment
65-22,T-22,65,treatment
65-16,A-16,65,assessment
65-01,T-01,65,treatment
65-98,T-98,65,treatment
65-34,A-34,65,assessment
65-10,T-10,65,treatment
65-60,T-60,65,treatment
65-69,A-69,65,assessment
65-97,T-97,65,treatment
65-88,A-88,65,assessment
65-27,A-27,65,assessment
65-92,A-92,65,assessment
65-58,T-58,65,treatment
65-29,T-29,65,treatment
65-54,A-54,65,assessment
65-64,T-64,65,treatment
65-96,T-96,65,treatment
65-19,A-19,65,assessment
65-08,T-08,65,treatment
65-41,A-41,65,assessment
65-53,A-53,65,assessment
65-48,T-48,65,treatment
65-65,T-65,65,treatment
65-01,T-01,65,treatment
66-32,T-32,66,treatment
66-34,T-34,66,treatment
66-73,A-73,66,assessment
66-33,A-33,66,assessment
66-41,A-41,66,assessment
66-12,A-12,66,assessment
66-72,A-72,66,assessment
66-64,A-64,66,assessment
66-46,A-46,66,assessment
66-33,T-33,66,treatment
66-42,A-42,66,assessment
66-96,T-96,66,treatment
66-39,T-39,66,treatment
66-54,A-54,66,assessment
66-69,T-69,66,treatment
66-31,A-31,66,assessment
66-43,T-43,66,treatment
66-77,T-77,66,treatment
66-50,A-50,66,assessment
66-89,A-89,66,assessment
66-34,A-34,66,assessment
66-82,T-82,66,treatment
66-91,A-91,66,assessment
66-45,A-45,66,assessment
66-29,A-29,66,assessment
66-35,A-35,66,assessment
66-26,A-26,66,assessment
66-10,A-10,66,assessment
66-89,T-89,66,treatment
66-10,A-10,66,assessment
66-15,A-15,66,assessment
66-26,A-26,66,assessment
66-42,T-42,66,treatment
66-98,T-98,66,treatment
66-44,A-44,66,assessment
66-55,T-55,66,treatment
66-11,A-11,66,assessment
66-55,A-55,66,assessment
66-65,A-65,66,assessment
66-71,T-71,66,treatment
66-43,A-43,66,assessment
66-98,A-98,66,assessment
66-36,A-36,66,assessment
66-35,T-35,66,treatment
66-99,A-99,66,assessment
66-89,T-89,66,treatment
66-10,T-10,66,treatment
66-15,T-15,66,treatment
66-02,T-02,66,treatment
66-19,T-19,66,treatment
66-17,A-17,66,assessment
66-60,T-60,66,treatment
66-32,T-32,66,treatment
66-81,A-81,66,assessment
66-20,A-20,66,assessment
66-73,T-73,66,treatment
67-40,T-40,67,treatment
67-30,T-30,67,treatment
67-72,A-72,67,assessment
67-77,A-77,67,assessment
67-72,A-72,67,assessment
67-58,T-58,67,treatment
67-22,T-22,67,treatment
67-45,A-45,67,assessment
67-90,T-90,67,treatment
67-67,A-67,67,assessment
67-25,A-25,67,assessment
67-13,A-13,67,assessment
67-47,T-47,67,treatment
67-94,A-94,67,assessment
67-37,A-37,67,assessment
67-06,T-06,67,treatment
67-75,T-75,67,treatment
67-45,A-45,67,assessment
67-78,T-78,67,treatment
67-67,A-67,67,assessment
67-64,T-64,67,treatment
67-51,A-51,67,assessment
67-97,A-97,67,assessment
67-16,A-16,67,assessment
67-63,T-63,67,treatment
67-49,T-49,67,treatment
67-30,T-30,67,treatment
67-06,A-06,67,assessment
67-49,A-49,67,assessment
67-73,A-73,67,assessment
67-14,A-14,67,assessment
67-31,T-31,67,treatment
67-27,A-27,67,assessment
67-31,T-31,67,treatment
67-05,A-05,67,assessment
67-51,T-51,67,treatment
67-14,T-14,67,treatment
67-34,A-34,67,assessment
67-25,A-25,67,assessment
67-17,A-17,67,assessment
67-51,T-51,67,treatment
67-27,A-27,67,assessment
67-84,T-84,67,treatment
67-69,T-69,67,treatment
67-52,A-52,67,assessment
67-49,T-49,67,treatment
67-57,A-57,67,assessment
67-71,T-71,67,treatment
67-78,T-78,67,treatment
67-37,A-37,67,assessment
67-98,T-98,67,treatment
67-95,T-95,67,treatment
67-44,T-44,67,treatment
67-83,T-83,67,treatment
67-47,T-47,67,treatment
67-14,A-14,67,assessment
67-39,T-39,67,treatment
67-35,T-35,67,treatment
67-41,A-41,67,assessment
67-58,A-58,67,assessment
67-05,A-05,67,assessment
67-45,T-45,67,treatment
67-86,A-86,67,assessment
68-43,A-43,68,assessment
68-18,T-18,68,treatment
68-100,A-100,68,assessment
68-40,T-40,68,treatment
68-27,T-27,68,treatment
68-16,T-16,68,treatment
68-76,T-76,68,treatment
68-75,A-75,68,assessment
68-85,A-85,68,assessment
68-91,A-91,68,assessment
68-04,A-04,68,assessment
68-73,A-73,68,assessment
68-48,A-48,68,assessment
68-67,A-67,68,assessment
68-51,T-51,68,treatment
68-30,T-30,68,treatment
68-45,A-45,68,assessment
68-80,T-80,68,treatment
68-46,T-46,68,treatment
68-30,T-30,68,treatment
68-17,T-17,68,treatment
68-56,A-56,68,assessment
68-25,T-25,68,treatment
68-92,A-92,68,assessment
68-86,A-86,68,assessment
68-91,T-91,68,treatment
68-91,T-91,68,treatment
68-31,T-31,68,treatment
68-23,A-23,68,assessment
68-28,A-28,68,assessment
68-85,T-85,68,treatment
68-97,T-97,68,treatment
68-21,T-21,68,treatment
68-69,A-69,68,assessment
68-70,A-70,68,assessment
68-80,T-80,68,treatment
68-94,A-94,68,assessment
68-21,T-21,68,treatment
68-06,T-06,68,treatment
68-81,T-81,68,treatment
68-80,T-80,68,treatment
68-69,T-69,68,treatment
68-48,T-48,68,treatment
68-16,T-16,68,treatment
68-85,A-85,68,assessment
68-72,A-72,68,assessment
68-77,A-77,68,assessment
68-79,A-79,68,assessment
68-37,T-37,68,treatment
68-84,A-84,68,assessment
68-48,T-48,68,treatment
68-14,A-14,68,assessment
68-78,T-78,68,treatment
68-62,A-62,68,assessment
68-82,A-82,68,assessment
69-28,T-28,69,treatment
69-13,A-13,69,assessment
69-99,T-99,69,treatment
69-23,T-23,69,treatment
69-68,T-68,69,treatment
69-31,A-31,69,assessment
69-09,A-09,69,assessment
69-50,T-50,69,treatment
69-26,A-26,69,assessment
69-73,A-73,69,assessment
69-96,T-96,69,treatment
69-82,A-82,69,assessment
69-58,A-58,69,assessment
69-61,A-61,69,assessment
69-78,A-78,69,assessment
69-55,A-55,69,assessment
69-68,A-68,69,assessment
69-49,T-49,69,treatment
69-94,T-94,69,treatment
69-85,T-85,69,treatment
69-04,T-04,69,treatment
69-23,T-23,69,treatment
69-40,T-40,69,treatment
69-97,T-97,69,treatment
69-65,T-65,69,treatment
69-51,A-51,69,assessment
69-59,A-59,69,assessment
69-94,A-94,69,assessment
69-31,A-31,69,assessment
69-13,A-13,69,assessment
69-89,A-89,69,assessment
69-78,A-78,69,assessment
69-17,T-17,69,treatment
69-69,A-69,69,assessment
69-32,A-32,69,assessment
69-71,T-71,69,treatment
69-66,T-66,69,treatment
69-62,A-62,69,assessment
69-18,A-18,69,assessment
69-28,T-28,69,treatment
69-91,T-91,69,treatment
69-76,A-76,69,assessment
69-56,A-56,69,assessment
69-51,A-51,69,assessment
69-27,T-27,69,treatment
69-93,T-93,69,treatment
69-82,A-82,69,assessment
69-56,T-56,69,treatment
69-89,A-89,69,assessment
69-34,T-34,69,treatment
69-34,T-34,69,treatment
69-55,T-55,69,treatment
69-61,T-61,69,treatment
69-81,A-81,69,assessment
69-60,A-60,69,assessment
69-55,T-55,69,treatment
69-82,T-82,69,treatment
69-20,A-20,69,assessment
69-25,T-25,69,treatment
69-68,A-68,69,assessment
69-06,A-06,69,assessment
70-50,T-50,70,treatment
70-82,T-82,70,treatment
70-68,A-68,70,assessment
70-37,A-37,70,assessment
70-10,T-10,70,treatment
70-32,A-32,70,assessment
70-51,T-51,70,treatment
70-34,A-34,70,assessment
70-63,A-63,70,assessment
70-56,T-56,70,treatment
70-12,T-12,70,treatment
70-70,T-70,70,treatment
70-50,A-50,70,assessment
70-53,A-53,70,assessment
70-55,A-55,70,assessment
70-71,A-71,70,assessment
70-16,T-16,70,treatment
70-08,A-08,70,assessment
70-34,T-34,70,treatment
70-79,A-79,70,assessment
70-74,A-74,70,assessment
70-41,A-41,70,assessment
70-36,A-36,70,assessment
70-14,T-14,70,treatment
70-21,A-21,70,assessment
70-53,T-53,70,treatment
70-87,A-87,70,assessment
70-97,T-97,70,treatment
70-39,T-39,70,treatment
70-54,A-54,70,assessment
70-30,A-30,70,assessment
70-94,A-94,70,assessment
70-12,A-12,70,assessment
70-08,A-08,70,assessment
70-02,T-02,70,treatment
70-03,A-03,70,assessment
70-30,T-30,70,treatment
70-15,T-15,70,treatment
70-21,T-21,70,treatment
70-50,A-50,70,assessment
70-30,T-30,70,treatment
70-37,A-37,70,assessment
70-96,T-96,70,treatment
70-47,A-47,70,assessment
70-63,A-63,70,assessment
70-67,A-67,70,assessment
70-69,T-69,70,treatment
70-14,T-14,70,treatment
70-85,T-85,70,treatment
70-64,T-64,70,treatment
70-66,T-66,70,treatment
70-18,T-18,70,treatment
70-60,T-60,70,treatment
70-71,A-71,70,assessment
70-94,T-94,70,treatment
70-54,T-54,70,treatment
70-11,A-11,70,assessment
71-41,A-41,71,assessment
71-04,T-04,71,treatment
71-82,T-82,71,treatment
71-84,T-84,71,treatment
71-84,T-84,71,treatment
71-69,A-69,71,assessment
71-08,T-08,71,treatment
71-81,T-81,71,treatment
71-88,T-88,71,treatment
71-46,T-46,71,treatment
71-51,T-51,71,treatment
71-58,A-58,71,assessment
71-15,T-15,71,treatment
71-49,A-49,71,assessment
71-13,A-13,71,assessment
71-50,T-50,71,treatment
71-65,T-65,71,treatment
71-13,T-13,71,treatment
71-35,T-35,71,treatment
71-95,A-95,71,assessment
71-20,A-20,71,assessment
71-88,T-88,71,treatment
71-42,T-42,71,treatment
71-76,T-76,71,treatment
71-46,T-46,71,treatment
71-26,A-26,71,assessment
71-72,T-72,71,treatment
71-86,A-86,71,assessment
71-94,A-94,71,assessment
71-28,T-28,71,treatment
71-97,T-97,71,treatment
71-36,A-36,71,assessment
71-36,A-36,71,assessment
71-82,A-82,71,assessment
71-98,A-98,71,assessment
71-17,T-17,71,treatment
71-27,A-27,71,assessment
71-71,T-71,71,treatment
71-85,A-85,71,assessment
71-100,T-100,71,treatment
71-02,A-02,71,assessment
71-27,A-27,71,assessment
71-27,T-27,71,treatment
71-24,A-24,71,assessment
71-93,A-93,71,assessment
71-97,A-97,71,assessment
71-82,T-82,71,treatment
72-29,T-29,72,treatment
72-19,A-19,72,assessment
